office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes
Ecole Mohamed Ould Tolba,Arafat,Nouakchott Sud,445,305,8,4,293,112,60,1,1,1,118
College 3,Nouadhibou,Dakhlet Nouadhibou,557,450,4,9,437,59,233,4,74,3,64
El Asmae,Bennechab,Inchiri,545,218,9,2,207,144,15,3,0,0,45
Ecole Dhou Noureine,Arafat,Nouakchott Sud,586,394,20,3,371,122,91,30,27,4,97
Ecole Oum Leiweitiguatt,Tichit,Tagant,236,125,1,0,124,119,0,1,0,0,4
Egdrenit,Aïoun,Hodh El Gharbi,320,166,3,0,163,140,0,1,0,0,22
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,548,419,12,5,402,140,106,7,40,2,107
Ecole Mreida,Barkéol,Assaba,336,190,7,0,183,149,8,1,1,0,24
Lembaghdad,M'Bagne,Brakna,374,186,6,2,178,62,59,3,8,0,46
ECOLE TOULDE,Kaédi,Gorgol,499,401,16,5,380,43,74,2,258,0,3
Tiritt,Tidjikja,Tagant,59,30,1,0,29,25,1,1,0,0,2
Ecole Garak 2,Rosso,Trarza,490,342,6,2,334,150,174,4,1,0,5
Eljezira,Magtalahjar,Brakna,452,330,3,1,326,273,4,1,0,2,46
Ecole Dhou Noureine,Arafat,Nouakchott Sud,583,447,10,4,433,248,79,13,19,2,72
Ecole Nijam,Néma,Hodh Chargui,397,311,3,0,308,214,1,0,0,0,93
Ecole tenweraten,Rosso,Trarza,385,245,5,1,239,115,10,3,1,1,109
Hasi Sibah,Oualata,Hodh Chargui,93,80,0,0,80,70,0,0,0,0,10
Dakhla elbeida,Aïoun,Hodh El Gharbi,247,160,0,1,159,151,2,0,1,0,5
Lembaghdad,M'Bagne,Brakna,373,180,7,1,172,59,65,4,2,1,41
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,395,22,2,371,86,237,4,9,0,35
Ecole Baba Niarg,Kiffa,Assaba,459,424,23,0,401,385,9,1,0,0,6
Ecole Bouchama,M'Bagne,Brakna,422,282,7,11,264,55,91,3,90,2,23
Centre de santé,Chinguitti,Adrar,423,148,2,0,146,116,2,7,0,0,21
El Medina,Tintane,Hodh El Gharbi,295,200,5,0,195,164,1,0,3,1,26
Ecole Bakar,Arafat,Nouakchott Sud,555,373,8,9,356,51,110,8,149,0,38
Ecole Wad Souleymane,Rosso,Trarza,279,190,2,1,187,133,7,1,1,0,45
Bir Ehel Sidi boya,Néma,Hodh Chargui,429,329,5,0,324,302,0,1,0,0,21
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,422,11,0,411,85,247,17,22,1,39
Ecole Belel Gawdi,M'Bagne,Brakna,416,277,6,9,262,38,54,2,164,0,4
Tabye,Tintane,Hodh El Gharbi,546,263,6,1,256,170,9,2,1,4,70
M'Reihim,Oualata,Hodh Chargui,600,353,7,0,346,269,2,1,0,0,74
Ecole Tijar,Barkéol,Assaba,423,294,19,1,274,158,77,6,2,2,29
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,447,9,6,432,104,262,9,7,1,49
Ecole Tenchekak,Tichit,Tagant,213,121,2,0,119,101,4,3,0,1,10
Hifrit liglaybat,Tichit,Tagant,95,58,0,0,58,54,0,2,0,0,2
Abidjan 3,Afrique,Etranger,580,225,11,1,213,76,37,2,25,15,58
Abidjan 2,Afrique,Etranger,478,317,2,15,300,43,139,7,41,6,64
Bou Ghbeira,Aleg,Brakna,381,267,8,0,259,208,0,0,0,0,51
Kreivit,Timbedra,Hodh Chargui,320,149,5,1,143,125,0,1,0,0,17
Hassi M'Hadi,Timbedra,Hodh Chargui,277,172,2,1,169,165,0,0,0,0,4
Bheirat,Timbedra,Hodh Chargui,328,195,4,0,191,163,1,0,0,1,26
Boutzekraya,Timbedra,Hodh Chargui,283,211,6,1,204,175,17,0,1,0,11
Ecole 1,Timbedra,Hodh Chargui,428,269,8,2,259,209,13,0,0,3,34
Eghligue Ehel Weyss,Aïoun,Hodh El Gharbi,221,101,2,1,98,41,2,0,0,0,55
Ecole 1 Leareiguib,Nouadhibou,Dakhlet Nouadhibou,522,370,7,6,357,96,150,6,38,0,67
Ecole Teyssir,R'Kiz,Trarza,475,312,17,2,293,168,5,0,0,0,120
Dispensaire,Néma,Hodh Chargui,548,223,4,4,215,133,1,0,0,0,81
Ednech,Aleg,Brakna,203,131,0,0,131,128,1,0,0,0,2
Ecole Kouroudjel,Kiffa,Assaba,438,170,5,1,164,97,7,14,0,0,46
Ecole 2,Timbedra,Hodh Chargui,469,320,8,0,312,285,5,0,1,1,20
Jreyev Terenni,Koubenni,Hodh El Gharbi,423,251,12,0,239,184,36,1,0,1,17
Oum Lehyadh,Aïoun,Hodh El Gharbi,313,129,3,0,126,109,1,1,0,0,15
Ecole 10 El Moutevejeratt,Nouadhibou,Dakhlet Nouadhibou,498,396,7,7,382,83,158,8,69,7,57
Ecole M'Beidi Boudjebaya,Kiffa,Assaba,379,153,2,0,151,129,4,0,0,0,18
Ecole 2,Timbedra,Hodh Chargui,468,328,44,0,284,268,1,0,0,0,15
Ecole 1 Sbei,Néma,Hodh Chargui,172,145,5,0,140,138,0,0,0,0,2
Ecole Moundy,Aleg,Brakna,592,456,50,0,406,136,156,1,1,0,112
Jardin d'enfants el Ghayrwane,Nouadhibou,Dakhlet Nouadhibou,511,351,6,2,343,115,94,5,28,1,100
Nouamlein,Kiffa,Assaba,385,267,4,3,260,211,22,0,0,0,27
Elevage,Timbedra,Hodh Chargui,339,216,15,0,201,168,2,1,0,0,30
Oume Lehyadh,Aïoun,Hodh El Gharbi,329,135,5,0,130,99,2,0,0,0,29
Ecole Ain Essalama,R'Kiz,Trarza,166,85,4,2,79,43,26,7,0,1,2
Ecole 2,Aleg,Brakna,495,349,5,2,342,191,8,4,0,0,139
Ecole El Bouniat,Néma,Hodh Chargui,416,312,3,0,309,306,0,0,0,0,3
Ecole Amerjil,Kiffa,Assaba,338,195,3,1,191,177,3,1,0,0,10
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,401,6,4,391,124,145,6,24,4,88
Leguleibat Poste,Koubenni,Hodh El Gharbi,406,230,5,0,225,193,9,1,1,1,20
Ain Bahah,Aïoun,Hodh El Gharbi,493,228,3,0,225,186,0,1,1,1,36
Ecole 2,Aleg,Brakna,494,298,5,2,291,149,3,7,0,2,130
Ecole Amerjil,Kiffa,Assaba,339,200,0,0,200,188,5,0,0,0,7
Kraea Leklab,Néma,Hodh Chargui,354,177,36,0,141,112,21,0,0,0,8
Ecole Mouftah El Kheir,Aleg,Brakna,239,177,1,0,176,148,1,1,0,0,26
Ecole Breikilli,R'Kiz,Trarza,144,86,1,1,84,59,2,0,2,0,21
Ecole 2,Kiffa,Assaba,463,244,4,1,239,161,33,4,16,1,24
Karkart Ehl Atighe,Koubenni,Hodh El Gharbi,314,247,20,1,226,191,9,2,2,0,22
Ecole Tounguene,Rosso,Trarza,348,270,5,0,265,95,142,0,14,1,13
Oueizine Mahdhara,Néma,Hodh Chargui,344,200,4,0,196,193,0,0,0,0,3
Ecole Niounawa,Kiffa,Assaba,563,234,5,8,221,159,12,5,0,2,43
Ecole Ridwan,Aleg,Brakna,287,198,1,0,197,168,0,0,0,0,29
Temat,Tidjikja,Tagant,165,115,1,2,112,101,6,2,0,0,3
Ecole Ain Ridha,Aleg,Brakna,273,245,3,0,242,236,2,0,0,0,4
Ecole Mbegnik,R'Kiz,Trarza,515,264,21,12,231,8,124,3,94,0,2
Ecole Zeghlane,Aleg,Brakna,382,244,25,2,217,119,18,0,0,0,80
Ecole Meissa,R'Kiz,Trarza,519,346,4,22,320,69,12,0,230,1,8
Ecole Oumara,R'Kiz,Trarza,356,247,12,1,234,68,142,3,7,1,13
Ecole Ebnaji,Keur Macène,Trarza,568,297,8,3,286,205,8,7,3,0,63
Ecole Sana,R'Kiz,Trarza,85,56,2,0,54,35,16,0,0,0,3
El Guarveh,Aïoun,Hodh El Gharbi,230,126,21,0,105,91,0,1,0,2,11
Bureaux Sonader,Rosso,Trarza,516,268,7,3,258,70,100,6,33,1,48
Ecole Lekrae,Magtalahjar,Brakna,548,332,9,1,322,122,9,8,0,1,182
Lycée,Kiffa,Assaba,401,175,4,1,170,87,43,4,7,3,26
Ecole Aghoratt,Kiffa,Assaba,539,138,5,0,133,92,3,1,1,1,35
Ecole Chelkhet Dar,Magtalahjar,Brakna,383,272,10,33,229,106,1,1,0,0,121
ECOLE TOULDE,Kaédi,Gorgol,591,473,27,0,446,36,106,1,302,1,0
Ecole Ewad,Néma,Hodh Chargui,108,74,1,0,73,52,0,0,0,0,21
Bureaux Sonader,Rosso,Trarza,516,293,4,11,278,78,114,13,31,0,42
Ecole Boutalhaya,R'Kiz,Trarza,307,198,2,2,194,112,6,0,0,0,76
El Idara,Timbedra,Hodh Chargui,319,166,2,0,164,128,0,0,1,2,33
Leghligue Nord ecole,Koubenni,Hodh El Gharbi,332,176,1,1,174,67,22,11,0,0,74
Elevage,Timbedra,Hodh Chargui,339,227,7,0,220,191,7,2,1,0,19
Emzouzev,Tidjikja,Tagant,263,126,3,0,123,115,3,3,0,0,2
Ecole Keur Macene,Keur Macène,Trarza,458,213,11,0,202,92,50,13,1,0,46
El Asmae,Bennechab,Inchiri,545,205,5,0,200,127,7,2,0,0,64
Ecole Kermour,Rosso,Trarza,537,405,19,0,386,204,172,1,4,1,4
ECOLE TOULDE,Kaédi,Gorgol,592,475,13,22,440,53,95,1,289,1,1
Ecole Tounguene,Rosso,Trarza,346,239,14,0,225,81,123,2,10,0,9
Ecole Demdeleck,Rosso,Trarza,474,396,5,8,383,20,243,1,104,0,15
Ecole Imam El Hadrami,El Mina,Nouakchott Sud,507,373,6,6,361,109,128,10,40,1,73
Tichoutene,Magtalahjar,Brakna,374,185,4,1,180,148,6,2,0,0,24
El Megsem,Tidjikja,Tagant,76,53,1,0,52,47,1,3,0,0,1
Ecole Fès,Rosso,Trarza,384,286,23,5,258,127,106,2,14,2,7
El Guevla,Tidjikja,Tagant,227,114,3,1,110,105,0,1,0,0,4
Egweibine,Rosso,Trarza,123,94,5,3,86,29,48,2,2,1,4
PK 7,Rosso,Trarza,558,413,21,0,392,92,235,3,10,2,50
Ecole zeytoune,R'Kiz,Trarza,331,265,3,1,261,239,1,2,2,0,17
Timzine Bureau 1,Koubenni,Hodh El Gharbi,405,295,5,0,290,216,0,1,0,0,73
Ecole Segam,Rosso,Trarza,270,222,5,0,217,99,99,1,9,0,9
Ecole PK 10,Rosso,Trarza,581,400,20,0,380,137,180,13,2,0,48
Collège 1,El Mina,Nouakchott Sud,496,356,24,2,330,70,138,5,92,1,24
Athéne,M'Bagne,Brakna,93,72,3,0,69,61,4,0,4,0,0
Ecole Garak 2,Rosso,Trarza,484,347,5,2,340,176,160,1,1,0,2
Ecole Tezaya,Rosso,Trarza,225,158,2,3,153,82,20,1,2,1,47
Bir Messaoud,Tintane,Hodh El Gharbi,236,215,8,0,207,143,1,0,0,0,63
Acharim,Tidjikja,Tagant,429,314,8,0,306,261,1,10,0,0,34
Ecole Chelkhet Amar,Magtalahjar,Brakna,285,217,2,1,214,208,0,0,0,1,5
Lycée,Tintane,Hodh El Gharbi,486,313,26,0,287,178,52,8,9,1,39
El Ghoudiya 2,Tidjikja,Tagant,436,218,33,0,185,143,22,14,0,0,6
Ecole Ibn Yacine,El Mina,Nouakchott Sud,495,395,16,1,378,123,171,2,41,0,41
Emsilet Legweissi,Tidjikja,Tagant,187,120,2,0,118,105,1,11,0,0,1
Bouhejra,Keur Macène,Trarza,169,83,2,0,81,25,50,0,3,0,3
RACHADE,R'Kiz,Trarza,306,139,1,0,138,116,4,2,0,0,16
El Ghoudiya 2,Tidjikja,Tagant,435,239,16,0,223,174,16,20,2,0,11
Ecole Mbahe,M'Bagne,Brakna,309,205,3,12,190,31,37,0,121,0,1
Nere Walo Ville,Kaédi,Gorgol,508,346,7,16,323,47,20,1,234,1,20
Ecole Bagodine,M'Bagne,Brakna,556,350,2,8,340,109,44,1,178,0,8
Ecole Zeghlane,Aleg,Brakna,382,201,10,0,191,80,52,4,0,0,55
Ecole Fondou,M'Bagne,Brakna,499,355,6,7,342,101,30,0,204,0,7
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,388,2,6,380,82,122,8,104,1,63
Locaux Programme developpement,El Mina,Nouakchott Sud,199,159,9,1,149,60,77,2,1,0,9
Ecole Fondou,M'Bagne,Brakna,498,324,6,12,306,80,33,1,186,0,6
College Jidr el Mouhguen,Rosso,Trarza,379,242,0,8,234,47,161,2,8,1,15
C.S.A,Kiffa,Assaba,486,166,6,6,154,72,31,5,2,1,43
Tenzah,Kaédi,Gorgol,481,362,9,2,351,74,205,8,34,0,30
Tejemoue el khaire,Aïoun,Hodh El Gharbi,147,72,1,0,71,57,0,0,0,0,14
Ecole Houloum Hatar,M'Bagne,Brakna,350,222,10,0,212,53,30,1,115,1,12
Ecole Louey,M'Bagne,Brakna,243,201,16,1,184,47,10,0,109,0,18
Ecole Mbeidia,M'Bagne,Brakna,449,317,13,1,303,163,117,2,13,1,7
Ecole Bagodine,M'Bagne,Brakna,556,389,27,11,351,90,45,0,202,1,13
Ecole Imam El Hadrami,El Mina,Nouakchott Sud,507,366,6,4,356,104,153,7,23,0,69
Ecole El Velah de Bagodine,M'Bagne,Brakna,392,268,6,7,255,67,16,1,166,0,5
Ecole Lehbib,Toujounine,Nouakchott Nord,506,304,9,3,292,113,67,6,0,3,103
Ecole Ammar,Toujounine,Nouakchott Nord,507,335,9,3,323,143,26,17,3,27,107
Ecole Lehbib,Toujounine,Nouakchott Nord,506,263,13,4,246,104,44,15,0,3,80
Ecole Amar Taleb,Toujounine,Nouakchott Nord,515,337,4,4,329,166,46,8,1,1,107
Ecole Ammar,Toujounine,Nouakchott Nord,508,322,6,3,313,158,12,12,2,18,111
Ecole Nayeb,Toujounine,Nouakchott Nord,566,332,4,0,328,117,35,15,6,4,151
Ecole Alioune,Toujounine,Nouakchott Nord,482,335,26,2,307,180,29,9,2,2,85
Tarhile 3,Toujounine,Nouakchott Nord,531,275,18,0,257,89,80,5,9,2,72
Tarhile 1,Toujounine,Nouakchott Nord,527,272,3,3,266,75,83,6,1,1,100
Ecole Jaavar,Toujounine,Nouakchott Nord,558,440,9,3,428,259,66,13,0,1,89
Ecole Tarek,Toujounine,Nouakchott Nord,557,344,18,1,325,136,52,8,4,4,121
Ecole Alioune,Toujounine,Nouakchott Nord,481,279,12,2,265,100,35,16,1,4,109
Ecole Mousaab,Toujounine,Nouakchott Nord,449,307,7,1,299,131,58,25,2,2,81
Tarhile 2,Toujounine,Nouakchott Nord,385,224,10,0,214,54,73,5,0,4,78
Ecole Ibn Khaldoun,Toujounine,Nouakchott Nord,477,280,9,4,267,173,16,1,1,5,71
Ecole Cheikh Sidi Med,Toujounine,Nouakchott Nord,563,364,16,6,342,184,33,5,6,1,113
Ecole Cheikh Tourad,Toujounine,Nouakchott Nord,500,336,8,2,326,80,89,7,3,1,146
Collège 2,Toujounine,Nouakchott Nord,512,312,16,1,295,129,62,7,14,0,83
Ecole Nayeb,Toujounine,Nouakchott Nord,565,355,8,5,342,147,33,20,4,2,136
Ecole Ammar,Toujounine,Nouakchott Nord,508,310,2,4,304,122,40,8,3,10,121
Collège 2,Toujounine,Nouakchott Nord,512,358,11,1,346,158,79,8,17,1,83
Ecole Cheikh Maa El Ainine,Toujounine,Nouakchott Nord,481,340,31,1,308,156,59,3,5,2,83
Ecole El Goudss,Toujounine,Nouakchott Nord,477,337,3,3,331,176,16,18,1,1,119
Ecole Zira,Keur Macène,Trarza,271,172,24,1,147,56,64,3,1,1,22
Ecole Ammar,Toujounine,Nouakchott Nord,508,278,11,1,266,119,24,12,0,10,101
Ecole Jaavar,Toujounine,Nouakchott Nord,559,401,19,7,375,232,37,13,1,1,91
Tarhile 3,Toujounine,Nouakchott Nord,530,365,38,0,327,90,117,3,15,4,98
Collège 2,Toujounine,Nouakchott Nord,512,326,5,5,316,127,64,10,9,6,100
Ecole Amar Taleb,Toujounine,Nouakchott Nord,514,376,5,5,366,128,78,24,4,5,127
Ecole Sidi Ould Moulaye Zeine,Toujounine,Nouakchott Nord,594,295,14,5,276,130,18,6,1,3,118
Tarhile 2,Toujounine,Nouakchott Nord,385,289,7,2,280,70,76,4,1,13,116
Ecole El Goudss,Toujounine,Nouakchott Nord,478,328,7,1,320,144,19,38,0,0,119
Ecole Ibn Khaldoun,Toujounine,Nouakchott Nord,480,0,0,0,0,0,0,0,0,0,0
Ecole Alioune,Toujounine,Nouakchott Nord,481,307,8,7,292,116,52,15,1,5,103
Ecole Dar El Beidha (Ould Elban),El Mina,Nouakchott Sud,571,469,33,3,433,101,228,7,53,2,42
Ecole Ibn Khaldoun,Toujounine,Nouakchott Nord,481,258,1,9,248,147,30,2,0,3,66
Wad Erkayez,Magtalahjar,Brakna,313,209,10,1,198,109,6,1,0,0,82
Ecole Cheikh Maa El Ainine,Toujounine,Nouakchott Nord,485,320,10,4,306,136,52,3,0,6,109
Lycée,Toujounine,Nouakchott Nord,533,382,8,2,372,155,77,14,9,4,113
Lycée,Toujounine,Nouakchott Nord,540,260,2,9,249,93,59,9,2,1,85
Lycée,Toujounine,Nouakchott Nord,540,222,4,3,215,102,33,10,1,1,68
Ecole Ingueke mour,Rosso,Trarza,414,217,2,1,214,131,31,2,8,1,41
Ecole Ould Amar Taleb,Toujounine,Nouakchott Nord,484,282,3,1,278,119,37,17,0,3,102
Ecole Nayeb,Toujounine,Nouakchott Nord,565,212,4,1,207,95,21,6,2,3,80
Collège 1,Toujounine,Nouakchott Nord,511,418,5,14,399,100,94,14,16,1,174
Collège 1,Toujounine,Nouakchott Nord,514,314,8,1,305,121,33,30,2,2,117
Insepection des impôts,El Mina,Nouakchott Sud,340,280,11,3,266,105,113,6,9,0,33
Ecole Tarek,Toujounine,Nouakchott Nord,557,332,9,2,321,130,46,6,2,1,136
Ecole Tarek,Toujounine,Nouakchott Nord,557,347,10,1,336,154,40,6,2,1,133
Ecole Nayeb,Toujounine,Nouakchott Nord,565,339,5,1,333,149,27,8,6,6,137
Ecole Nayeb,Toujounine,Nouakchott Nord,562,378,10,1,367,138,68,22,6,3,130
Ecole Nayeb,Toujounine,Nouakchott Nord,565,376,4,2,370,154,51,27,6,2,130
Tarhile 1,Toujounine,Nouakchott Nord,526,227,17,0,210,68,70,2,8,1,61
Ecole Nayeb,Toujounine,Nouakchott Nord,565,243,8,0,235,105,24,14,3,7,82
Ecole Ould Amar Taleb,Toujounine,Nouakchott Nord,484,244,10,2,232,101,52,7,3,0,69
Ecole Ibn Khaldoun,Toujounine,Nouakchott Nord,480,306,11,1,294,186,15,7,3,1,82
Lycée,Toujounine,Nouakchott Nord,540,365,3,7,355,135,52,18,3,4,143
Collège 1,Toujounine,Nouakchott Nord,514,343,3,2,338,117,48,17,11,3,142
Ecole Ould Amar Taleb,Toujounine,Nouakchott Nord,484,320,9,2,309,123,48,25,1,5,107
Ecole Ould Mhaimid,Toujounine,Nouakchott Nord,538,342,15,3,324,65,113,23,6,2,115
Collège 2,Toujounine,Nouakchott Nord,512,298,7,8,283,105,78,4,14,3,79
Lycée,Toujounine,Nouakchott Nord,540,372,14,8,350,134,30,25,4,6,151
Ecole Lehbib,Toujounine,Nouakchott Nord,506,338,10,2,326,140,52,10,2,11,111
Ecole Ould Amar Taleb,Toujounine,Nouakchott Nord,484,252,3,0,249,95,38,7,4,0,105
Ecole Ammar,Toujounine,Nouakchott Nord,508,265,9,1,255,108,31,6,3,8,99
Ecole Sidi Ould Moulaye Zeine,Toujounine,Nouakchott Nord,594,349,10,0,339,132,32,11,0,18,146
Ecole Cheikh Maa El Ainine,Toujounine,Nouakchott Nord,485,333,9,3,321,143,68,7,6,2,95
Ecole Cheikh Tourad,Toujounine,Nouakchott Nord,500,368,6,0,362,74,112,16,4,0,156
Ecole Tarek,Toujounine,Nouakchott Nord,557,332,10,0,322,122,62,11,4,3,120
Ecole Ould Mhaimid,Toujounine,Nouakchott Nord,538,373,9,4,360,90,125,19,10,2,114
Ecole Ould Mhaimid,Toujounine,Nouakchott Nord,538,390,6,4,380,85,143,18,6,1,127
Ecoel Bjahouss,Keur Macène,Trarza,329,178,6,2,170,90,78,0,0,0,2
Ecole Amar Taleb,Toujounine,Nouakchott Nord,515,299,6,6,287,116,35,15,1,4,116
Collège 1,Toujounine,Nouakchott Nord,514,250,7,3,240,96,29,12,2,1,100
Ecole Alioune,Toujounine,Nouakchott Nord,481,359,9,3,347,187,35,22,4,8,91
Oueizine Mahdhara,Néma,Hodh Chargui,344,146,5,0,141,135,1,1,0,0,4
Lycée,Toujounine,Nouakchott Nord,540,308,6,0,302,138,17,14,0,8,125
Ecole El Goudss,Toujounine,Nouakchott Nord,478,362,8,3,351,129,28,42,1,2,149
Ecole Amar Taleb,Toujounine,Nouakchott Nord,515,362,11,2,349,143,45,25,0,1,135
Ecole Mousaab,Toujounine,Nouakchott Nord,449,317,5,3,309,139,48,34,1,2,85
Ecole Lehbib,Toujounine,Nouakchott Nord,506,311,12,3,296,119,70,11,0,4,92
Ecole Sidi Ould Moulaye Zeine,Toujounine,Nouakchott Nord,595,273,4,3,266,128,25,5,5,7,96
Ecole Mousaab,Toujounine,Nouakchott Nord,448,330,9,4,317,145,80,19,6,3,64
Ecole Nayeb,Toujounine,Nouakchott Nord,565,335,4,3,328,129,32,25,3,2,137
Lycée,Toujounine,Nouakchott Nord,540,382,13,0,369,166,33,22,0,1,147
Lycée,Toujounine,Nouakchott Nord,544,300,7,0,293,117,24,15,1,2,134
Ecole Lehbib,Toujounine,Nouakchott Nord,506,305,16,6,283,97,63,13,2,2,106
Ecole Alioune,Toujounine,Nouakchott Nord,481,353,10,3,340,205,48,6,5,3,73
Lycée,El Mina,Nouakchott Sud,555,435,10,8,417,30,189,5,159,2,32
Ecole Lehbib,Toujounine,Nouakchott Nord,506,262,14,1,247,101,40,12,1,4,89
Ecole Cheikh Sidi Med,Toujounine,Nouakchott Nord,564,354,19,2,333,177,43,14,7,2,90
Ecole Ould Mhaimid,Toujounine,Nouakchott Nord,538,363,21,4,338,65,112,35,5,0,121
Ecole Jaavar,Toujounine,Nouakchott Nord,558,444,7,3,434,216,49,20,2,5,142
Ecole Tarek,Toujounine,Nouakchott Nord,556,398,9,1,388,142,90,11,0,3,142
Ecole Cheikh Maa El Ainine,Toujounine,Nouakchott Nord,485,361,3,2,356,156,86,4,8,0,102
Ecole Ould Mhaimid,Toujounine,Nouakchott Nord,538,398,18,2,378,86,164,14,6,0,108
Ecole Cheikh Maa El Ainine,Toujounine,Nouakchott Nord,485,337,17,1,319,177,40,7,3,0,92
Tarhile 1,Toujounine,Nouakchott Nord,526,294,14,3,277,63,120,4,3,3,84
Ecole Jaavar,Toujounine,Nouakchott Nord,559,365,5,7,353,171,33,15,4,2,128
Hassi Ehl Mohamed El Hadj,Timbedra,Hodh Chargui,137,81,1,0,80,71,0,2,0,0,7
Ecole Ould Razgha,El Mina,Nouakchott Sud,519,427,7,6,414,54,227,1,107,0,25
Ecole Ibn Yacine,El Mina,Nouakchott Sud,498,371,17,0,354,118,145,1,21,0,69
Ecole Ould Razgha,El Mina,Nouakchott Sud,519,388,5,7,376,64,208,1,81,1,21
Tejemoue el guere,Aïoun,Hodh El Gharbi,162,73,0,0,73,19,0,0,0,0,54
El Mouftaha,Néma,Hodh Chargui,477,271,5,0,266,235,9,0,1,0,21
Ecole Nessiba,El Mina,Nouakchott Sud,539,406,19,10,377,111,150,6,52,0,58
Ecole Ould Razgha,El Mina,Nouakchott Sud,516,445,6,14,425,38,283,3,87,0,14
Collège 3 (El marbat),El Mina,Nouakchott Sud,461,365,10,10,345,92,119,5,94,1,34
Guenni El Oulya,Tintane,Hodh El Gharbi,287,132,3,0,129,46,2,1,1,0,79
Ecole Elb Ejmel,Aleg,Brakna,553,366,6,2,358,254,19,3,1,0,81
Ecole Lebeidhat,Bennechab,Inchiri,109,108,0,1,107,72,4,2,0,0,29
Bureau des Douanes,Rosso,Trarza,331,269,6,0,263,144,75,6,4,3,31
Collège Tiguent,Mederdra,Trarza,435,248,11,3,234,116,35,3,14,2,64
Collège Tiguent,Mederdra,Trarza,435,245,2,2,241,141,18,5,1,0,76
Ouad sleilihey,Néma,Hodh Chargui,102,68,0,1,67,60,3,1,1,0,2
Hotel de Ville,Timbedra,Hodh Chargui,357,262,14,0,248,200,6,1,0,0,41
Ecole Bezoul 2,R'Kiz,Trarza,305,193,9,3,181,34,132,6,2,0,7
Collège Tiguent,Mederdra,Trarza,434,228,5,5,218,105,45,4,21,1,42
sava,Magtalahjar,Brakna,342,241,1,5,235,160,1,3,0,0,71
Lerach,Timbedra,Hodh Chargui,541,330,31,2,297,281,10,0,0,0,6
Ecole Bezoul 2,R'Kiz,Trarza,305,190,11,0,179,28,141,4,1,0,5
Koueika,Barkéol,Assaba,381,196,7,0,189,182,2,2,0,0,3
Ecole N'Djourbel,Rosso,Trarza,580,432,21,0,411,38,281,4,80,0,8
Ecole Echbariya,R'Kiz,Trarza,269,164,1,0,163,99,14,1,2,1,46
El Mabrouk,Koubenni,Hodh El Gharbi,161,108,1,0,107,74,1,1,0,0,31
Collège,Tichit,Tagant,459,352,5,3,344,267,4,3,1,1,68
Ecole Bameira,Mederdra,Trarza,133,90,1,8,81,54,1,1,0,0,25
Ecole El Mabrouk,R'Kiz,Trarza,467,222,3,2,217,143,22,2,0,1,49
Nebia Savra,Timbedra,Hodh Chargui,263,176,11,2,163,140,17,2,0,0,4
Ecole Oum Ech,Néma,Hodh Chargui,284,119,0,2,117,102,3,0,0,0,12
Ecole Aghreijett,Tichit,Tagant,439,374,5,4,365,331,1,1,1,2,29
Ecole Zoueira,Kiffa,Assaba,427,243,15,0,228,159,2,2,0,1,64
Hassi Ehel Bahah,Néma,Hodh Chargui,301,172,5,0,167,166,0,0,0,0,1
Ecole Boutavrawett,Mederdra,Trarza,348,211,2,4,205,125,3,3,0,1,73
Ecole Ebden,Keur Macène,Trarza,498,496,0,0,496,488,5,0,0,0,3
Ecole El Magham,R'Kiz,Trarza,306,188,3,0,185,83,69,7,1,0,25
Ecole 1 Achmim,Néma,Hodh Chargui,473,338,5,0,333,194,1,0,0,0,138
Ecole Tichitt,Tichit,Tagant,506,399,3,0,396,339,3,8,0,1,45
Ecole Elb Ejmel,Aleg,Brakna,553,357,27,1,329,244,7,12,0,0,66
Nebka,Timbedra,Hodh Chargui,360,213,30,7,176,155,12,0,0,0,9
Ecole Chrey'a,Mederdra,Trarza,330,182,1,4,177,134,4,10,0,0,29
Ecole Beddah,El Mina,Nouakchott Sud,493,394,23,12,359,54,198,5,63,1,38
Doueirare 1,Aïoun,Hodh El Gharbi,446,343,4,0,339,314,15,1,0,0,9
Ecole El Magham,R'Kiz,Trarza,306,202,9,0,193,68,103,4,1,0,17
Jardin d'enfants el Ghayrwane,Nouadhibou,Dakhlet Nouadhibou,511,350,11,0,339,103,114,9,19,0,94
Ecole Leoueije,Magtalahjar,Brakna,314,226,5,0,221,79,5,1,0,0,136
Le croissant,Rosso,Trarza,597,452,32,4,416,102,232,6,13,0,63
Toueijint - El Khaima,Tichit,Tagant,36,35,0,0,35,33,0,0,0,0,2
Hotel de Ville,Néma,Hodh Chargui,545,379,4,0,375,340,2,0,0,0,33
Ecole El Basra,Mederdra,Trarza,149,105,3,0,102,46,0,2,3,0,51
Ecole Jawla,R'Kiz,Trarza,202,148,6,1,141,38,56,0,1,0,46
Ecole N'Diago,Keur Macène,Trarza,506,194,16,0,178,47,118,2,0,0,11
